condition,train_ratio,eval_ratio,delta_mcc_mean,delta_mcc_std,delta_mcc_min,delta_mcc_max,delta_f1_mean,delta_f1_std,delta_f1_min,delta_f1_max,delta_precision_mean,delta_precision_std,delta_precision_min,delta_precision_max,delta_recall_mean,delta_recall_std,delta_recall_min,delta_recall_max,delta_pr_auc_mean,delta_pr_auc_std,delta_pr_auc_min,delta_pr_auc_max
random_flip_10,90/10,50/50,-0.18016348031442556,0.043267710562664534,-0.22381186041893816,-0.11523477353775816,-0.17072372499221106,0.059486185678968677,-0.23329390221746463,-0.098325416477281741,-0.20974125028738033,0.15553178551026159,-0.40941176470588231,-0.050539811066126816,-0.12190476190476189,0.043850912126557472,-0.19047619047619044,-0.076190476190476142,-0.086060535549879108,0.031413758841435539,-0.13418099377257364,-0.053593012892202571
random_flip_10,90/10,60/40,-0.18238533975647891,0.042934069517993452,-0.2344849616061731,-0.14398386925868537,-0.17123230351210317,0.057938881362268609,-0.23735663850442545,-0.10629874036784111,-0.2175736246897238,0.13390371402691312,-0.39443301796242969,-0.060601995184038568,-0.12190476190476189,0.043850912126557472,-0.19047619047619044,-0.076190476190476142,-0.10950548163350504,0.043925782105812237,-0.16477562307378812,-0.057298608498252079
random_flip_10,90/10,70/30,-0.18231274980323561,0.060151230270777158,-0.26498918548005523,-0.12383581953443226,-0.1747604563190702,0.052933312147244192,-0.24096698999924801,-0.12443972511494561,-0.20480580227191592,0.15853341242545854,-0.44684210526315782,-0.0012292609351432838,-0.12190476190476189,0.043850912126557472,-0.19047619047619044,-0.076190476190476142,-0.12264384507255725,0.06561145175765834,-0.22347019068468085,-0.057888734717008172
random_flip_10,90/10,75/25,-0.19504968041986434,0.073818785431237349,-0.26433570880596174,-0.10901079617934761,-0.18051378326567163,0.068736910687031583,-0.2506884959012618,-0.10504083195882723,-0.22345615807194755,0.13566248104413414,-0.42907745848922313,-0.08345836911626385,-0.12190476190476189,0.043850912126557472,-0.19047619047619044,-0.076190476190476142,-0.13453882617255261,0.063890651783115149,-0.18616122533258145,-0.035451844723060177
random_flip_10,90/10,80/20,-0.1905116464801922,0.068008182905959738,-0.27497756126228562,-0.12003645486411663,-0.17996295647858812,0.067040739287448164,-0.26731685507456043,-0.10555903907456705,-0.20869217048367253,0.12910385766334723,-0.35299267399267398,-0.087027417027417051,-0.12190476190476189,0.043850912126557472,-0.19047619047619044,-0.076190476190476142,-0.15989742006214444,0.094359296307979817,-0.27536012992181141,-0.047691322302379893
random_flip_10,90/10,90/10,-0.18282509280936893,0.063127135076593885,-0.26532650672998326,-0.11375676673826911,-0.18516661669414378,0.060691577677822031,-0.23870864347780368,-0.11615073717016131,-0.17986766590323641,0.13318621037558143,-0.41492267668738264,-0.092754186314023934,-0.12190476190476189,0.043850912126557472,-0.19047619047619044,-0.076190476190476142,-0.17071662779378222,0.070854692162859348,-0.22333523414538853,-0.050861884137741765
random_flip_20,60/40,50/50,-0.088352046390921438,0.12262784482969084,-0.19190340169309142,0.05143226683760925,-0.046509608373095236,0.053018463710618746,-0.1036531961402843,0.013177173703489319,-0.046813997168971402,0.091657291560951051,-0.14530084802799828,0.054064081773060123,-0.043809523809523819,0.04446711439972862,-0.10476190476190483,0,-0.038583193080066129,0.026807481799343565,-0.072619975764923003,-0.003491157364722719
random_flip_20,60/40,60/40,-0.10753940644421074,0.050651635271840717,-0.15876705865582069,-0.044943211859908724,-0.060932485958893466,0.029012959057187961,-0.088610394822891431,-0.027555410538247459,-0.070103803660742342,0.031781719745757893,-0.11101226444844958,-0.031576576875809573,-0.043809523809523819,0.04446711439972862,-0.10476190476190483,0,-0.05687098431903477,0.040823912773771905,-0.12536193745318353,-0.022856528382184084
random_flip_20,60/40,70/30,-0.071151642270589871,0.05335577068520294,-0.1248075233703354,-0.00077074872385060058,-0.048119032596868616,0.035164081353506592,-0.089635060852543358,-0.0044001101101558641,-0.045626874015004995,0.040012323064198253,-0.08145629884989139,0.010367119470567787,-0.043809523809523819,0.04446711439972862,-0.10476190476190483,0,-0.070212392537121124,0.021124787076420501,-0.10193122141426125,-0.045795485378132314
random_flip_20,60/40,75/25,-0.078674766048185643,0.063956335185696073,-0.17649841999304355,-0.018738949968537599,-0.056375391984443482,0.047536498181938343,-0.13126699994740237,-0.013081686703929663,-0.058940573436579588,0.047600689560586516,-0.13607396950875211,-0.017112805112805152,-0.043809523809523819,0.04446711439972862,-0.10476190476190483,0,-0.053560536311989683,0.064121850474745307,-0.15848258064460163,0.016617214032210881
random_flip_20,60/40,80/20,-0.078221390054590972,0.015547499915652782,-0.1009849287692075,-0.059068497297128417,-0.059004297363146364,0.010423369191081732,-0.074882936784933116,-0.046452674756465862,-0.058727675411948212,0.014316931574560725,-0.081421059279498456,-0.045218912632705763,-0.043809523809523819,0.04446711439972862,-0.10476190476190483,0,-0.057825227546302836,0.053082094639424551,-0.11770464404334294,0.0082531328341598157
random_flip_20,60/40,90/10,-0.064589473015472479,0.050767957338202704,-0.12225010423283904,-0.01735966705674008,-0.054537058396657942,0.041218537837101589,-0.099744215114746543,-0.014907076615760583,-0.04486607549923629,0.034620560203779766,-0.0847949457155944,-0.010999359831033572,-0.043809523809523819,0.04446711439972862,-0.10476190476190483,0,-0.068082024106078526,0.033339618689901464,-0.10097538056085313,-0.012292950257897662
random_flip_20,70/30,50/50,-0.15287293576328839,0.071734054397182737,-0.22930119353974493,-0.061016024119703818,-0.135878996135886,0.059414315385967732,-0.19967993419501817,-0.041800846644598467,-0.037410215171825065,0.041283446417721643,-0.078360365125071024,0.027956254272043624,-0.15619047619047621,0.073029674334022202,-0.23809523809523822,-0.038095238095238057,-0.047636756415414316,0.049382171294586392,-0.11808185501591517,0.0026360767081178072
random_flip_20,70/30,60/40,-0.17411771523883607,0.061644953873912861,-0.27476989894364301,-0.11833289866253424,-0.14430059102245887,0.052393415593636507,-0.22156978650395978,-0.081262861826905383,-0.068404437634930412,0.054268269041472611,-0.13872846108140238,-0.018385281385281348,-0.15619047619047621,0.073029674334022202,-0.23809523809523822,-0.038095238095238057,-0.077373539683845985,0.057499764240972764,-0.17343627046757165,-0.02081720401662248
random_flip_20,70/30,70/30,-0.16154662345797419,0.077179052080492389,-0.2580282953921178,-0.069912546369398601,-0.14098039542119639,0.060259471185172567,-0.20253769789291964,-0.051110245925920172,-0.062230045740752957,0.059471731968169031,-0.15005525875091097,-0.0040555340921474507,-0.15619047619047621,0.073029674334022202,-0.23809523809523822,-0.038095238095238057,-0.063311279765392733,0.047225956926105914,-0.10767925163471763,-0.011409779874942915
random_flip_20,70/30,75/25,-0.14011138087120625,0.05908285629447789,-0.18640844570531306,-0.043984695730560387,-0.12387535115603816,0.05098046386331756,-0.15622595583980081,-0.034563743541785333,-0.06494867488876685,0.030518801959410181,-0.094798914451088151,-0.02733725653385748,-0.15619047619047621,0.073029674334022202,-0.23809523809523822,-0.038095238095238057,-0.09637059937972868,0.07536367326677694,-0.22833710036082983,-0.050621613023404288
random_flip_20,70/30,80/20,-0.16188799183228311,0.038236760099527957,-0.20568236923741384,-0.12000099762987948,-0.1368334785599197,0.034782554802039192,-0.17889809440225712,-0.090741467096774081,-0.10088580664451072,0.028295618897829975,-0.13261018300373631,-0.055944205886156416,-0.15619047619047621,0.073029674334022202,-0.23809523809523822,-0.038095238095238057,-0.095033020189949136,0.082812980937861935,-0.21419217077167821,0.010640455317855412
random_flip_20,70/30,90/10,-0.11910116703412479,0.060082643006463508,-0.18071409085075776,-0.050689796537724471,-0.10174248823827796,0.053199231063455539,-0.16511376580342096,-0.041808855450106208,-0.058431012485903946,0.049900774261747945,-0.12419181722612165,0.0056561544527883754,-0.15619047619047621,0.073029674334022202,-0.23809523809523822,-0.038095238095238057,-0.11445239183346949,0.079148471824228475,-0.16988259059792188,0.020355435593610926
random_flip_20,75/25,50/50,-0.15603127557841917,0.037807723864796125,-0.20830609968760155,-0.1069932569702287,-0.11678764643158161,0.031292676967863489,-0.15277555006373986,-0.083446685258401154,-0.07202390471585518,0.026673686046832262,-0.10331405436668599,-0.034771241830065372,-0.10857142857142861,0.053282288497902362,-0.16190476190476188,-0.028571428571428546,-0.089575487853294306,0.025507411645931084,-0.11213718778777826,-0.052430115789810869
random_flip_20,75/25,60/40,-0.15910992571969629,0.061917516434177686,-0.22933062253537492,-0.084626534922828386,-0.12431108432577873,0.040085276738557184,-0.17014072438627065,-0.075005531847637072,-0.0806658565518346,0.056101357950806688,-0.13520456617710624,0.00267997580157302,-0.10857142857142861,0.053282288497902362,-0.16190476190476188,-0.028571428571428546,-0.10236874100490319,0.050048696502969822,-0.17411093375143477,-0.050866648777792588
random_flip_20,75/25,70/30,-0.15599690239150257,0.064753820610742321,-0.23486316234549237,-0.083557558854062866,-0.12629315290518689,0.045525083490295236,-0.16981388016705062,-0.068971272542960399,-0.092281742429540237,0.042761064021167278,-0.15957785697757637,-0.051108114108114132,-0.10857142857142861,0.053282288497902362,-0.16190476190476188,-0.028571428571428546,-0.11542423871924175,0.078917755601986384,-0.2174879630031144,-0.014239645655303912
random_flip_20,75/25,75/25,-0.15487839715864529,0.023100493857425321,-0.18458621051455454,-0.12089874740716296,-0.13579828662679483,0.014519890014766237,-0.1503310678627667,-0.11238092742911747,-0.083864967089820802,0.057723236974737781,-0.17961904761904765,-0.03323678819930688,-0.10857142857142861,0.053282288497902362,-0.16190476190476188,-0.028571428571428546,-0.12028742582429161,0.021276782597625634,-0.14149837500547319,-0.087086761265368073
random_flip_20,75/25,80/20,-0.12607924262076625,0.045007998610215032,-0.19501136727868559,-0.083805087888112223,-0.12042954212034115,0.03772813261348984,-0.17567593781932786,-0.086146508567629648,-0.053112458608460089,0.055411787660083596,-0.11650641025641026,0.006216003802210701,-0.10857142857142861,0.053282288497902362,-0.16190476190476188,-0.028571428571428546,-0.10633344860933644,0.063302324606502591,-0.17665942861814748,-0.021642467422260704
random_flip_20,75/25,90/10,-0.12748283115179124,0.037731629332489768,-0.17604475189878416,-0.081938282208999014,-0.12112165294444918,0.034428136994838925,-0.16853388399418204,-0.078647275187064269,-0.073173267891400287,0.041553459857653151,-0.13480208168031801,-0.031194701472273885,-0.10857142857142861,0.053282288497902362,-0.16190476190476188,-0.028571428571428546,-0.15983387365313895,0.050740505483453983,-0.21475193364044198,-0.087070644355442123
random_flip_20,80/20,50/50,-0.15461479808223952,0.070431834821197442,-0.25235649565196094,-0.070822381654294247,-0.11840301650026408,0.064251295907688591,-0.20687827767745209,-0.034095811959101316,-0.067837362671728019,0.034203237046534274,-0.10238095238095243,-0.033260624824092241,-0.076190476190476156,0.069660661134894247,-0.1714285714285714,0.019047619047619046,-0.080821481485998062,0.01947381207199856,-0.10421107967424466,-0.057400185582863993
random_flip_20,80/20,60/40,-0.16727114844130248,0.080948710806240901,-0.26063459854913978,-0.066572468658071857,-0.129964935113492,0.070331264920017567,-0.21997255761083281,-0.036531811780573784,-0.091592526844293726,0.049980299373338637,-0.14633961068171591,-0.037993864767320182,-0.076190476190476156,0.069660661134894247,-0.1714285714285714,0.019047619047619046,-0.092541158220267067,0.020916242667428933,-0.12703827081178959,-0.071920680981196639
random_flip_20,80/20,70/30,-0.15564187098263599,0.063777422031237277,-0.24562177539361391,-0.089698208006710939,-0.13456499757986304,0.062114979350114188,-0.21678706407084417,-0.054451830592155546,-0.080457460505623135,0.040139002085322908,-0.13008764111705293,-0.042804441934876723,-0.076190476190476156,0.069660661134894247,-0.1714285714285714,0.019047619047619046,-0.12046435020867201,0.029737333288774172,-0.16120278271896241,-0.087025390254462515
random_flip_20,80/20,75/25,-0.15679435808983405,0.095603199225419183,-0.32099416735348435,-0.091432902088988938,-0.1424921013166561,0.076772980561526386,-0.27058615965183952,-0.079670016819077816,-0.075599123032461274,0.040883565618395803,-0.12687814133816927,-0.030054708348719282,-0.076190476190476156,0.069660661134894247,-0.1714285714285714,0.019047619047619046,-0.10468474791064715,0.056820794276689957,-0.14944744716545783,-0.010211738965485162
random_flip_20,80/20,80/20,-0.15706806423504927,0.071935143762648437,-0.25412940453142191,-0.086743587477057182,-0.14462271921617018,0.062016180953169353,-0.22362353738215809,-0.09209223428123077,-0.090524243282257791,0.09973831676034238,-0.20350483953815141,0.00055708356978783073,-0.076190476190476156,0.069660661134894247,-0.1714285714285714,0.019047619047619046,-0.14266792781245913,0.040106653561381336,-0.18148818925961013,-0.093676149654204816
random_flip_20,80/20,90/10,-0.12785568169374401,0.064623750778728659,-0.23045737135467853,-0.064831844527240529,-0.13528402757803074,0.054458114716292028,-0.21875355201937946,-0.083846909803605915,-0.058459170566168707,0.039388826378687368,-0.098246861294805823,-0.0047120257978209845,-0.076190476190476156,0.069660661134894247,-0.1714285714285714,0.019047619047619046,-0.12009897334379452,0.031285390814276018,-0.15581952567386365,-0.086460264671454928
random_flip_20,90/10,50/50,-0.62071685733780635,0.066402241183241728,-0.6714027642918502,-0.50896921739078105,-0.55460128622539895,0.11658808294778754,-0.66613275613275591,-0.35880613720681626,-0.7619374265225658,0.14992020090910521,-0.9363697705802968,-0.53385620915032672,-0.44571428571428562,0.13289042081947908,-0.59047619047619038,-0.22857142857142848,-0.49121449918398036,0.010056210009958173,-0.50038471717046451,-0.47522692078412199
random_flip_20,90/10,60/40,-0.59635440788976968,0.098426340542230123,-0.74489351923699776,-0.5174681729882058,-0.54851226414058829,0.11244524072487931,-0.68222867568198631,-0.37559941460870239,-0.72024974019626153,0.13970739370157378,-0.89118104118104102,-0.55943015918598604,-0.44571428571428562,0.13289042081947908,-0.59047619047619038,-0.22857142857142848,-0.48753708643392946,0.050489317671280953,-0.56542574136674206,-0.44716413802548372
random_flip_20,90/10,70/30,-0.58994842330344754,0.079547207965216971,-0.65471771721280658,-0.48153535134360342,-0.52785353698633519,0.082332296155794599,-0.60016936709956048,-0.39570299473525278,-0.70119004387425432,0.14282797789699239,-0.88611388611388597,-0.56459595959595943,-0.44571428571428562,0.13289042081947908,-0.59047619047619038,-0.22857142857142848,-0.53812312264220274,0.048036164886375521,-0.58715658820348593,-0.46760775755637329
random_flip_20,90/10,75/25,-0.57901037823033807,0.037923561565122756,-0.63055162023929845,-0.53606230428583623,-0.51805771020625591,0.076913089191931239,-0.60831991866474611,-0.39590310442351617,-0.68268766837858186,0.041766976562605855,-0.71706948022737493,-0.61475210512772527,-0.44571428571428562,0.13289042081947908,-0.59047619047619038,-0.22857142857142848,-0.53112807491297809,0.03147149020489913,-0.56207928880166169,-0.47836293621563836
random_flip_20,90/10,80/20,-0.5822147864841607,0.055587386143895877,-0.64638073972061827,-0.53234193425173904,-0.50921918583775194,0.079230553219931318,-0.59572210585113816,-0.39413932301038523,-0.66570455306173248,0.084207372655685064,-0.79057806572512457,-0.55312685560053976,-0.44571428571428562,0.13289042081947908,-0.59047619047619038,-0.22857142857142848,-0.53694518777352296,0.083577967901383998,-0.64176393708981239,-0.44824726211220167
random_flip_20,90/10,90/10,-0.50459085082435728,0.046572486999347552,-0.56222982996663962,-0.45771373881733018,-0.44968786195951049,0.051640361072224805,-0.5232010089360003,-0.39859172573458285,-0.54573463002188427,0.057060152232337132,-0.63073593073593059,-0.47702657004830906,-0.44571428571428562,0.13289042081947908,-0.59047619047619038,-0.22857142857142848,-0.48776574010179158,0.042382774060180997,-0.5440008738705826,-0.44320362782226247
