model,model_family,train_ratio,seed,condition,hyperparameter_name,hyperparameter_value,source_validation_mcc,source_metrics
random_forest_class_weight_balanced,random_forest,60/40,5,clean,min_samples_leaf,2,0.60582100000000005,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,60/40,5,random_flip_10,min_samples_leaf,5,0.55381899999999995,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,60/40,5,random_flip_20,min_samples_leaf,5,0.46861599999999998,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,60/40,5,random_fp_10,min_samples_leaf,2,0.52054500000000004,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,60/40,5,random_fp_20,min_samples_leaf,2,0.62797099999999995,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,60/40,5,heuristic_fp_10,min_samples_leaf,1,0.56805799999999995,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,60/40,5,heuristic_fp_20,min_samples_leaf,2,0.53898199999999996,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,70/30,1,clean,min_samples_leaf,2,0.69326299999999996,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,70/30,1,random_flip_10,min_samples_leaf,2,0.51981500000000003,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,70/30,1,random_flip_20,min_samples_leaf,5,0.49362400000000001,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,70/30,1,random_fp_10,min_samples_leaf,5,0.59487400000000001,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,70/30,1,random_fp_20,min_samples_leaf,5,0.59487400000000001,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,70/30,1,heuristic_fp_10,min_samples_leaf,2,0.62694499999999997,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,70/30,1,heuristic_fp_20,min_samples_leaf,1,0.62694499999999997,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,70/30,2,clean,min_samples_leaf,5,0.70058500000000001,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,70/30,2,random_flip_10,min_samples_leaf,5,0.65158400000000005,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,70/30,2,random_flip_20,min_samples_leaf,5,0.648891,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,70/30,2,random_fp_10,min_samples_leaf,2,0.73161799999999999,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,70/30,2,random_fp_20,min_samples_leaf,5,0.572604,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,70/30,2,heuristic_fp_10,min_samples_leaf,1,0.73449699999999996,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,70/30,2,heuristic_fp_20,min_samples_leaf,5,0.71592,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,70/30,3,clean,min_samples_leaf,5,0.68179500000000004,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,70/30,3,random_flip_10,min_samples_leaf,5,0.53839800000000004,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,70/30,3,random_flip_20,min_samples_leaf,1,0.42973800000000001,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,70/30,3,random_fp_10,min_samples_leaf,1,0.582368,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,70/30,3,random_fp_20,min_samples_leaf,1,0.69198700000000002,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,70/30,3,heuristic_fp_10,min_samples_leaf,1,0.62694499999999997,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,70/30,3,heuristic_fp_20,min_samples_leaf,2,0.57665299999999997,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,70/30,4,clean,min_samples_leaf,5,0.58245599999999997,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,70/30,4,random_flip_10,min_samples_leaf,2,0.566164,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,70/30,4,random_flip_20,min_samples_leaf,5,0.521092,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,70/30,4,random_fp_10,min_samples_leaf,1,0.53839800000000004,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,70/30,4,random_fp_20,min_samples_leaf,5,0.56562599999999996,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,70/30,4,heuristic_fp_10,min_samples_leaf,2,0.601294,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,70/30,4,heuristic_fp_20,min_samples_leaf,5,0.50774399999999997,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,70/30,5,clean,min_samples_leaf,5,0.64628600000000003,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,70/30,5,random_flip_10,min_samples_leaf,5,0.521092,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,70/30,5,random_flip_20,min_samples_leaf,5,0.52855099999999999,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,70/30,5,random_fp_10,min_samples_leaf,1,0.572604,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,70/30,5,random_fp_20,min_samples_leaf,5,0.51117999999999997,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,70/30,5,heuristic_fp_10,min_samples_leaf,2,0.55291100000000004,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,70/30,5,heuristic_fp_20,min_samples_leaf,5,0.59891000000000005,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,75/25,1,clean,min_samples_leaf,5,0.60753000000000001,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,75/25,1,random_flip_10,min_samples_leaf,5,0.70609900000000003,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,75/25,1,random_flip_20,min_samples_leaf,5,0.46400799999999998,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,75/25,1,random_fp_10,min_samples_leaf,5,0.508772,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,75/25,1,random_fp_20,min_samples_leaf,5,0.58789599999999997,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,75/25,1,heuristic_fp_10,min_samples_leaf,5,0.69006599999999996,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,75/25,1,heuristic_fp_20,min_samples_leaf,1,0.62105900000000003,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,75/25,2,clean,min_samples_leaf,1,0.67420000000000002,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,75/25,2,random_flip_10,min_samples_leaf,5,0.553512,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,75/25,2,random_flip_20,min_samples_leaf,5,0.49507400000000001,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,75/25,2,random_fp_10,min_samples_leaf,2,0.63481100000000001,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,75/25,2,random_fp_20,min_samples_leaf,5,0.66628299999999996,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,75/25,2,heuristic_fp_10,min_samples_leaf,1,0.70620499999999997,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,75/25,2,heuristic_fp_20,min_samples_leaf,2,0.69006599999999996,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,75/25,3,clean,min_samples_leaf,5,0.64912300000000001,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,75/25,3,random_flip_10,min_samples_leaf,5,0.553512,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,75/25,3,random_flip_20,min_samples_leaf,5,0.58430700000000002,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,75/25,3,random_fp_10,min_samples_leaf,5,0.60753000000000001,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,75/25,3,random_fp_20,min_samples_leaf,5,0.63805299999999998,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,75/25,3,heuristic_fp_10,min_samples_leaf,2,0.62105900000000003,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,75/25,3,heuristic_fp_20,min_samples_leaf,5,0.60989599999999999,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,75/25,4,clean,min_samples_leaf,5,0.63805299999999998,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,75/25,4,random_flip_10,min_samples_leaf,5,0.62985800000000003,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,75/25,4,random_flip_20,min_samples_leaf,5,0.39605899999999999,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,75/25,4,random_fp_10,min_samples_leaf,5,0.70609900000000003,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,75/25,4,random_fp_20,min_samples_leaf,5,0.58789599999999997,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,75/25,4,heuristic_fp_10,min_samples_leaf,5,0.63059299999999996,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,75/25,4,heuristic_fp_20,min_samples_leaf,1,0.62985800000000003,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,75/25,5,clean,min_samples_leaf,1,0.58789599999999997,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,75/25,5,random_flip_10,min_samples_leaf,5,0.62105900000000003,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,75/25,5,random_flip_20,min_samples_leaf,2,0.45963900000000002,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,75/25,5,random_fp_10,min_samples_leaf,5,0.55205199999999999,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,75/25,5,random_fp_20,min_samples_leaf,2,0.67420000000000002,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,75/25,5,heuristic_fp_10,min_samples_leaf,5,0.51011300000000004,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,75/25,5,heuristic_fp_20,min_samples_leaf,2,0.56591599999999997,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,80/20,1,clean,min_samples_leaf,5,0.66126099999999999,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,80/20,1,random_flip_10,min_samples_leaf,2,0.47140500000000002,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,80/20,1,random_flip_20,min_samples_leaf,5,0.28827799999999998,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,80/20,1,random_fp_10,min_samples_leaf,5,0.49005100000000001,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,80/20,1,random_fp_20,min_samples_leaf,1,0.47140500000000002,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,80/20,1,heuristic_fp_10,min_samples_leaf,1,0.52177300000000004,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,80/20,1,heuristic_fp_20,min_samples_leaf,5,0.53452200000000005,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,80/20,2,clean,min_samples_leaf,5,0.50518099999999999,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,80/20,2,random_flip_10,min_samples_leaf,5,0.51929099999999995,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,80/20,2,random_flip_20,min_samples_leaf,5,0.36262,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,80/20,2,random_fp_10,min_samples_leaf,5,0.60876200000000003,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,80/20,2,random_fp_20,min_samples_leaf,5,0.51449599999999995,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,80/20,2,heuristic_fp_10,min_samples_leaf,1,0.605263,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,80/20,2,heuristic_fp_20,min_samples_leaf,5,0.55717700000000003,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,80/20,3,clean,min_samples_leaf,5,0.63122800000000001,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,80/20,3,random_flip_10,min_samples_leaf,2,0.41931400000000002,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,80/20,3,random_flip_20,min_samples_leaf,5,0.36115799999999998,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,80/20,3,random_fp_10,min_samples_leaf,5,0.60876200000000003,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,80/20,3,random_fp_20,min_samples_leaf,5,0.51449599999999995,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,80/20,3,heuristic_fp_10,min_samples_leaf,5,0.56011200000000005,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,80/20,3,heuristic_fp_20,min_samples_leaf,5,0.52572300000000005,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,80/20,4,clean,min_samples_leaf,1,0.467275,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,80/20,4,random_flip_10,min_samples_leaf,5,0.60876200000000003,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,80/20,4,random_flip_20,min_samples_leaf,1,0.210675,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,80/20,4,random_fp_10,min_samples_leaf,5,0.57735000000000003,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,80/20,4,random_fp_20,min_samples_leaf,2,0.411105,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,80/20,4,heuristic_fp_10,min_samples_leaf,2,0.55808100000000005,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,80/20,4,heuristic_fp_20,min_samples_leaf,2,0.51639800000000002,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,80/20,5,clean,min_samples_leaf,5,0.43124400000000002,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,80/20,5,random_flip_10,min_samples_leaf,5,0.43301299999999998,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,80/20,5,random_flip_20,min_samples_leaf,1,0.36115799999999998,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,80/20,5,random_fp_10,min_samples_leaf,1,0.41695399999999999,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,80/20,5,random_fp_20,min_samples_leaf,1,0.46334799999999998,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,80/20,5,heuristic_fp_10,min_samples_leaf,5,0.48484500000000003,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,80/20,5,heuristic_fp_20,min_samples_leaf,5,0.54256499999999996,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,90/10,1,clean,min_samples_leaf,2,0.493197,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,90/10,1,random_flip_10,min_samples_leaf,5,0.30942599999999998,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
random_forest_class_weight_balanced,random_forest,90/10,1,random_flip_20,min_samples_leaf,1,0,results/model_experiments/random_forest_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
