run_name,model,model_family,train_ratio,seed,condition,hyperparameter_name,hyperparameter_value,learning_rate,selected_epoch,training_epochs_completed,selection_metric,tie_break_metrics,selection_key
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,2,random_flip_10,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,4,5,mcc,f1/recall/precision/balanced_accuracy,"[0.5572044678632473, 0.7058823529411765, 0.631578947368421, 0.8, 0.764065335753176]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,2,random_flip_20,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,4,5,mcc,f1/recall/precision/balanced_accuracy,"[0.6491144831808963, 0.7647058823529411, 0.6842105263157895, 0.8666666666666667, 0.8076225045372051]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,2,random_fp_10,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,5,mcc,f1/recall/precision/balanced_accuracy,"[0.6840908532983777, 0.8085106382978723, 1.0, 0.6785714285714286, 0.8448275862068966]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,2,random_fp_20,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,5,5,mcc,f1/recall/precision/balanced_accuracy,"[0.6024752331287779, 0.7428571428571429, 0.6842105263157895, 0.8125, 0.7903811252268602]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,3,clean,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,4,5,mcc,f1/recall/precision/balanced_accuracy,"[0.6990427741370375, 0.7878787878787878, 0.6842105263157895, 0.9285714285714286, 0.8248638838475499]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,3,heuristic_fp_10,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,3,5,mcc,f1/recall/precision/balanced_accuracy,"[0.7460513594939656, 0.85, 0.8947368421052632, 0.8095238095238095, 0.8784029038112522]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,3,heuristic_fp_20,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,5,mcc,f1/recall/precision/balanced_accuracy,"[0.5880554401268867, 0.7619047619047619, 0.8421052631578947, 0.6956521739130435, 0.8003629764065335]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,3,random_flip_10,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,5,mcc,f1/recall/precision/balanced_accuracy,"[0.7763753091705423, 0.8636363636363636, 1.0, 0.76, 0.896551724137931]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,3,random_flip_20,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,3,5,mcc,f1/recall/precision/balanced_accuracy,"[0.7460513594939656, 0.85, 0.8947368421052632, 0.8095238095238095, 0.8784029038112522]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,3,random_fp_10,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,3,5,mcc,f1/recall/precision/balanced_accuracy,"[0.7386569872958257, 0.8421052631578947, 0.8421052631578947, 0.8421052631578947, 0.8693284936479129]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,3,random_fp_20,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,5,mcc,f1/recall/precision/balanced_accuracy,"[0.708939636514663, 0.8292682926829268, 0.8947368421052632, 0.7727272727272727, 0.8611615245009074]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,4,clean,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,5,mcc,f1/recall/precision/balanced_accuracy,"[0.5723514714723391, 0.7450980392156863, 1.0, 0.59375, 0.7758620689655172]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,4,heuristic_fp_10,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,5,mcc,f1/recall/precision/balanced_accuracy,"[0.6279712882071509, 0.782608695652174, 0.9473684210526315, 0.6666666666666666, 0.8185117967332123]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,4,heuristic_fp_20,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,5,mcc,f1/recall/precision/balanced_accuracy,"[0.5389824833539318, 0.7346938775510204, 0.9473684210526315, 0.6, 0.7667876588021778]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,4,random_flip_10,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,5,mcc,f1/recall/precision/balanced_accuracy,"[0.5723514714723391, 0.7450980392156863, 1.0, 0.59375, 0.7758620689655172]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,4,random_flip_20,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,5,mcc,f1/recall/precision/balanced_accuracy,"[0.5723514714723391, 0.7450980392156863, 1.0, 0.59375, 0.7758620689655172]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,4,random_fp_10,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,5,mcc,f1/recall/precision/balanced_accuracy,"[0.5735642285369886, 0.7555555555555555, 0.8947368421052632, 0.6538461538461539, 0.7921960072595282]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,4,random_fp_20,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,5,mcc,f1/recall/precision/balanced_accuracy,"[0.5680580762250453, 0.75, 0.9473684210526315, 0.6206896551724138, 0.7840290381125227]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,clean,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,5,mcc,f1/recall/precision/balanced_accuracy,"[0.4562184572445113, 0.6956521739130435, 0.8421052631578947, 0.5925925925925926, 0.7313974591651542]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,heuristic_fp_10,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,5,mcc,f1/recall/precision/balanced_accuracy,"[0.5680580762250453, 0.75, 0.9473684210526315, 0.6206896551724138, 0.7840290381125227]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,heuristic_fp_20,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,5,5,mcc,f1/recall/precision/balanced_accuracy,"[0.5538186196949965, 0.7441860465116279, 0.8421052631578947, 0.6666666666666666, 0.7831215970961887]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,random_flip_10,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,4,5,mcc,f1/recall/precision/balanced_accuracy,"[0.5880554401268867, 0.7619047619047619, 0.8421052631578947, 0.6956521739130435, 0.8003629764065335]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,random_flip_20,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,5,mcc,f1/recall/precision/balanced_accuracy,"[0.5194004969845027, 0.7169811320754716, 1.0, 0.5588235294117647, 0.7413793103448276]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,random_fp_10,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,5,mcc,f1/recall/precision/balanced_accuracy,"[0.5880554401268867, 0.7619047619047619, 0.8421052631578947, 0.6956521739130435, 0.8003629764065335]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,random_fp_20,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,4,5,mcc,f1/recall/precision/balanced_accuracy,"[0.6234393788445528, 0.7804878048780488, 0.8421052631578947, 0.7272727272727273, 0.8176043557168784]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,70/30,1,clean,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,5,mcc,f1/recall/precision/balanced_accuracy,"[0.601294150869976, 0.7272727272727273, 0.8421052631578947, 0.64, 0.8210526315789474]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,70/30,1,heuristic_fp_10,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,3,5,mcc,f1/recall/precision/balanced_accuracy,"[0.5661637160605213, 0.6666666666666666, 0.5789473684210527, 0.7857142857142857, 0.756140350877193]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,70/30,1,heuristic_fp_20,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,5,mcc,f1/recall/precision/balanced_accuracy,"[0.6097899234909668, 0.7317073170731707, 0.7894736842105263, 0.6818181818181818, 0.8169590643274853]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,70/30,1,random_flip_10,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,3,5,mcc,f1/recall/precision/balanced_accuracy,"[0.6097899234909668, 0.7317073170731707, 0.7894736842105263, 0.6818181818181818, 0.8169590643274853]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,70/30,1,random_flip_20,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,5,mcc,f1/recall/precision/balanced_accuracy,"[0.5219786367558533, 0.625, 0.5263157894736842, 0.7692307692307693, 0.7298245614035088]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,70/30,1,random_fp_10,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,5,mcc,f1/recall/precision/balanced_accuracy,"[0.626945315677454, 0.7441860465116279, 0.8421052631578947, 0.6666666666666666, 0.8321637426900584]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,70/30,1,random_fp_20,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,5,mcc,f1/recall/precision/balanced_accuracy,"[0.6221599387795478, 0.7391304347826086, 0.8947368421052632, 0.6296296296296297, 0.8362573099415205]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,70/30,2,clean,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,4,5,mcc,f1/recall/precision/balanced_accuracy,"[0.6257309941520468, 0.7368421052631579, 0.7368421052631579, 0.7368421052631579, 0.8128654970760234]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,70/30,2,heuristic_fp_10,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,5,5,mcc,f1/recall/precision/balanced_accuracy,"[0.6257309941520468, 0.7368421052631579, 0.7368421052631579, 0.7368421052631579, 0.8128654970760234]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,70/30,2,heuristic_fp_20,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,3,5,mcc,f1/recall/precision/balanced_accuracy,"[0.6584329239213033, 0.7567567567567568, 0.7368421052631579, 0.7777777777777778, 0.8239766081871345]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,70/30,2,random_flip_10,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,3,5,mcc,f1/recall/precision/balanced_accuracy,"[0.5726039151671226, 0.6857142857142857, 0.631578947368421, 0.75, 0.7713450292397661]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,70/30,2,random_flip_20,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,4,5,mcc,f1/recall/precision/balanced_accuracy,"[0.601294150869976, 0.7272727272727273, 0.8421052631578947, 0.64, 0.8210526315789474]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,70/30,2,random_fp_10,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,3,5,mcc,f1/recall/precision/balanced_accuracy,"[0.7005847953216374, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.8502923976608188]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,70/30,2,random_fp_20,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,5,mcc,f1/recall/precision/balanced_accuracy,"[0.6451465713034149, 0.75, 0.9473684210526315, 0.6206896551724138, 0.8514619883040935]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,70/30,3,clean,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,5,mcc,f1/recall/precision/balanced_accuracy,"[0.6092848842499202, 0.7058823529411765, 0.631578947368421, 0.8, 0.7824561403508772]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,70/30,3,heuristic_fp_10,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,3,5,mcc,f1/recall/precision/balanced_accuracy,"[0.4927889533161992, 0.65, 0.6842105263157895, 0.6190476190476191, 0.7532163742690059]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,70/30,3,heuristic_fp_20,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,5,mcc,f1/recall/precision/balanced_accuracy,"[0.4927889533161992, 0.65, 0.6842105263157895, 0.6190476190476191, 0.7532163742690059]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,70/30,3,random_flip_10,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,3,5,mcc,f1/recall/precision/balanced_accuracy,"[0.6104638276594145, 0.6666666666666666, 0.5263157894736842, 0.9090909090909091, 0.752046783625731]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,70/30,3,random_flip_20,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,5,mcc,f1/recall/precision/balanced_accuracy,"[0.6297880569151789, 0.7307692307692307, 1.0, 0.5757575757575758, 0.8444444444444444]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,70/30,3,random_fp_10,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,5,mcc,f1/recall/precision/balanced_accuracy,"[0.6537311772695439, 0.7619047619047619, 0.8421052631578947, 0.6956521739130435, 0.8432748538011696]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,70/30,3,random_fp_20,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,5,mcc,f1/recall/precision/balanced_accuracy,"[0.6097899234909668, 0.7317073170731707, 0.7894736842105263, 0.6818181818181818, 0.8169590643274853]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,70/30,4,clean,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,5,5,mcc,f1/recall/precision/balanced_accuracy,"[0.460965612416278, 0.6111111111111112, 0.5789473684210527, 0.6470588235294118, 0.7228070175438597]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,70/30,4,heuristic_fp_10,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,3,5,mcc,f1/recall/precision/balanced_accuracy,"[0.4861527084271149, 0.6530612244897959, 0.8421052631578947, 0.5333333333333333, 0.7654970760233918]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,70/30,4,heuristic_fp_20,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,5,mcc,f1/recall/precision/balanced_accuracy,"[0.5070191782330802, 0.6666666666666666, 0.7894736842105263, 0.5769230769230769, 0.7725146198830409]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,70/30,4,random_flip_10,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,5,5,mcc,f1/recall/precision/balanced_accuracy,"[0.5726039151671226, 0.6857142857142857, 0.631578947368421, 0.75, 0.7713450292397661]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,70/30,4,random_flip_20,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,5,5,mcc,f1/recall/precision/balanced_accuracy,"[0.5210915627791095, 0.6666666666666666, 0.6842105263157895, 0.65, 0.764327485380117]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,70/30,4,random_fp_10,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,3,5,mcc,f1/recall/precision/balanced_accuracy,"[0.6257309941520468, 0.7368421052631579, 0.7368421052631579, 0.7368421052631579, 0.8128654970760234]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,70/30,4,random_fp_20,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,4,5,mcc,f1/recall/precision/balanced_accuracy,"[0.5377852092780113, 0.6829268292682927, 0.7368421052631579, 0.6363636363636364, 0.77953216374269]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,70/30,5,clean,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,5,mcc,f1/recall/precision/balanced_accuracy,"[0.6451465713034149, 0.75, 0.9473684210526315, 0.6206896551724138, 0.8514619883040935]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,70/30,5,heuristic_fp_10,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,5,mcc,f1/recall/precision/balanced_accuracy,"[0.5824555463577027, 0.7142857142857143, 0.7894736842105263, 0.6521739130434783, 0.8058479532163743]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,70/30,5,heuristic_fp_20,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,4,5,mcc,f1/recall/precision/balanced_accuracy,"[0.5311979292749333, 0.6818181818181818, 0.7894736842105263, 0.6, 0.7836257309941521]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,70/30,5,random_flip_10,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,3,5,mcc,f1/recall/precision/balanced_accuracy,"[0.552910832550172, 0.6956521739130435, 0.8421052631578947, 0.5925925925925926, 0.7988304093567251]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,70/30,5,random_flip_20,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,3,5,mcc,f1/recall/precision/balanced_accuracy,"[0.5948744389248242, 0.717948717948718, 0.7368421052631579, 0.7, 0.8017543859649123]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,70/30,5,random_fp_10,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,4,5,mcc,f1/recall/precision/balanced_accuracy,"[0.6092848842499202, 0.7058823529411765, 0.631578947368421, 0.8, 0.7824561403508772]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,70/30,5,random_fp_20,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,3,5,mcc,f1/recall/precision/balanced_accuracy,"[0.775438596491228, 0.8421052631578947, 0.8421052631578947, 0.8421052631578947, 0.887719298245614]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,75/25,1,clean,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,5,mcc,f1/recall/precision/balanced_accuracy,"[0.5539117094069973, 0.6666666666666666, 0.8947368421052632, 0.53125, 0.8157894736842105]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,75/25,1,heuristic_fp_10,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,5,mcc,f1/recall/precision/balanced_accuracy,"[0.5883484054145521, 0.6976744186046512, 0.7894736842105263, 0.625, 0.8157894736842105]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,75/25,1,heuristic_fp_20,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,5,mcc,f1/recall/precision/balanced_accuracy,"[0.5364339048503199, 0.6538461538461539, 0.8947368421052632, 0.5151515151515151, 0.8070175438596492]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,75/25,1,random_flip_10,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,4,5,mcc,f1/recall/precision/balanced_accuracy,"[0.5447047794019222, 0.625, 0.5263157894736842, 0.7692307692307693, 0.7368421052631579]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,75/25,1,random_flip_20,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,3,5,mcc,f1/recall/precision/balanced_accuracy,"[0.6098963745377144, 0.7083333333333334, 0.8947368421052632, 0.5862068965517241, 0.8421052631578947]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,75/25,1,random_fp_10,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,3,5,mcc,f1/recall/precision/balanced_accuracy,"[0.6098963745377144, 0.7083333333333334, 0.8947368421052632, 0.5862068965517241, 0.8421052631578947]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,75/25,1,random_fp_20,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,5,mcc,f1/recall/precision/balanced_accuracy,"[0.5444357229372963, 0.6666666666666666, 0.7894736842105263, 0.5769230769230769, 0.7982456140350878]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,75/25,2,clean,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,4,5,mcc,f1/recall/precision/balanced_accuracy,"[0.5095101710852533, 0.6060606060606061, 0.5263157894736842, 0.7142857142857143, 0.7280701754385965]"
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,75/25,2,heuristic_fp_10,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,5,mcc,f1/recall/precision/balanced_accuracy,"[0.7109736629101983, 0.7777777777777778, 0.7368421052631579, 0.8235294117647058, 0.8421052631578947]"
