run_name,model,model_family,train_ratio,seed,condition,stage,eval_ratio,split,hyperparameter_name,hyperparameter_value,learning_rate,selected_epoch,selected_hyperparams,train_rows,valid_rows,elapsed_seconds,n_rows,positive_rows,benign_rows,accuracy,balanced_accuracy,precision,recall,f1,mcc,tn,fp,fn,tp,roc_auc,average_precision,pr_auc
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,1,heuristic_fp_10,test,75/25,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,True,2124,48,172.85528911498841,84,21,63,0.84523809523809523,0.83333333333333326,0.65384615384615385,0.80952380952380953,0.72340425531914898,0.62443608512255522,54,9,4,17,0.91609977324263048,0.79674849929660518,0.79152322523354157
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,1,heuristic_fp_10,test,80/20,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,True,2124,48,172.85528911498841,105,21,84,0.74285714285714288,0.76785714285714279,0.42499999999999999,0.80952380952380953,0.55737704918032782,0.44126130406091407,61,23,4,17,0.86678004535147402,0.53933841665264937,0.50991215554648128
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,1,heuristic_fp_10,test,90/10,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,True,2124,48,172.85528911498841,210,21,189,0.78095238095238095,0.79365079365079372,0.28813559322033899,0.80952380952380953,0.42499999999999999,0.39200106289986725,147,42,4,17,0.87112622826908537,0.35346560714943576,0.33282347108017113
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,1,heuristic_fp_20,validation,60/40,valid,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,True,2549,48,194.58895950997248,48,19,29,0.89583333333333337,0.90471869328493648,0.81818181818181823,0.94736842105263153,0.87804878048780488,0.79443989418477301,25,4,1,18,0.9528130671506353,0.9301280161187282,0.92809503832397755
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,1,heuristic_fp_20,test,50/50,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,True,2549,48,194.58895950997248,42,21,21,0.7142857142857143,0.7142857142857143,0.68000000000000005,0.80952380952380953,0.73913043478260865,0.43656412506539938,13,8,4,17,0.84807256235827655,0.85778858742204589,0.85338912781971388
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,1,heuristic_fp_20,test,60/40,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,True,2549,48,194.58895950997248,53,21,32,0.71698113207547165,0.73288690476190477,0.6071428571428571,0.80952380952380953,0.69387755102040816,0.45636326755424689,21,11,4,17,0.86160714285714279,0.78917800800885529,0.78075736678654084
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,1,heuristic_fp_20,test,70/30,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,True,2549,48,194.58895950997248,70,21,49,0.7857142857142857,0.79251700680272108,0.6071428571428571,0.80952380952380953,0.69387755102040816,0.54724920963020229,38,11,4,17,0.88046647230320696,0.7082636869807637,0.69704644762462875
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,1,heuristic_fp_20,test,75/25,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,True,2549,48,194.58895950997248,84,21,63,0.77380952380952384,0.7857142857142857,0.53125,0.80952380952380953,0.64150943396226412,0.50952466536506802,48,15,4,17,0.90098261526832957,0.75994111902725348,0.75839925586551038
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,1,heuristic_fp_20,test,80/20,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,True,2549,48,194.58895950997248,105,21,84,0.72380952380952379,0.75595238095238093,0.40476190476190477,0.80952380952380953,0.53968253968253965,0.41796848785585972,59,25,4,17,0.83985260770975056,0.4843711534515458,0.45428793047829158
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,1,heuristic_fp_20,test,90/10,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,True,2549,48,194.58895950997248,210,21,189,0.7142857142857143,0.75661375661375663,0.23287671232876711,0.80952380952380953,0.36170212765957449,0.32331716787906567,133,56,4,17,0.86772486772486757,0.41939109570685174,0.40726177296299221
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,1,random_flip_10,validation,60/40,valid,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,True,1698,48,137.45999073400162,48,19,29,0.8125,0.83575317604355714,0.69230769230769229,0.94736842105263153,0.80000000000000004,0.65906448620709868,21,8,1,18,0.88384754990925585,0.81140326894903558,0.80362354418523863
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,1,random_flip_10,test,50/50,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,True,1698,48,137.45999073400162,42,21,21,0.73809523809523814,0.73809523809523814,0.72727272727272729,0.76190476190476186,0.7441860465116279,0.47673129462279618,15,6,5,16,0.76870748299319724,0.7686038036776166,0.76042895457320614
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,1,random_flip_10,test,60/40,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,True,1698,48,137.45999073400162,53,21,32,0.67924528301886788,0.69345238095238093,0.5714285714285714,0.76190476190476186,0.65306122448979587,0.37908769828787281,20,12,5,16,0.80059523809523803,0.75692310914985717,0.75101368847650463
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,1,random_flip_10,test,70/30,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,True,1698,48,137.45999073400162,70,21,49,0.72857142857142854,0.73809523809523814,0.53333333333333333,0.76190476190476186,0.62745098039215685,0.44095855184409843,35,14,5,16,0.80077745383867827,0.58117273717076423,0.55311912790815421
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,1,random_flip_10,test,75/25,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,True,1698,48,137.45999073400162,84,21,63,0.79761904761904767,0.7857142857142857,0.5714285714285714,0.76190476190476186,0.65306122448979587,0.52489065916782396,51,12,5,16,0.86130007558578991,0.68985876762928111,0.6864017876426598
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,1,random_flip_10,test,80/20,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,True,1698,48,137.45999073400162,105,21,84,0.70476190476190481,0.72619047619047616,0.38095238095238093,0.76190476190476186,0.50793650793650791,0.369367500895876,58,26,5,16,0.77239229024943312,0.40809601346669155,0.37938500346737913
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,1,random_flip_10,test,90/10,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,True,1698,48,137.45999073400162,210,21,189,0.73809523809523814,0.74867724867724861,0.24242424242424243,0.76190476190476186,0.36781609195402298,0.3214055597793688,139,50,5,16,0.81141345427059719,0.34751268759569298,0.32359319351832283
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,1,random_flip_20,validation,60/40,valid,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,True,1698,48,131.06147684797179,48,19,29,0.85416666666666663,0.87931034482758619,0.73076923076923073,1,0.84444444444444444,0.74456474387720883,22,7,0,19,0.96370235934664239,0.92570600700679462,0.92231813632379334
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,1,random_flip_20,test,50/50,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,True,1698,48,131.06147684797179,42,21,21,0.61904761904761907,0.61904761904761907,0.59999999999999998,0.7142857142857143,0.65217391304347827,0.242535625036333,11,10,6,15,0.78458049886621306,0.80006011846966918,0.79437317673181052
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,1,random_flip_20,test,60/40,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,True,1698,48,131.06147684797179,53,21,32,0.69811320754716977,0.70089285714285721,0.59999999999999998,0.7142857142857143,0.65217391304347827,0.39366799437586791,22,10,6,15,0.8035714285714286,0.74828235513071184,0.74136754404093441
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,1,random_flip_20,test,70/30,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,True,1698,48,131.06147684797179,70,21,49,0.72857142857142854,0.72448979591836737,0.5357142857142857,0.7142857142857143,0.61224489795918369,0.4199819515766669,36,13,6,15,0.82021379980563647,0.68016294771488672,0.67192631586389862
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,1,random_flip_20,test,75/25,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,True,1698,48,131.06147684797179,84,21,63,0.77380952380952384,0.75396825396825395,0.5357142857142857,0.7142857142857143,0.61224489795918369,0.46656947481584349,50,13,6,15,0.86621315192743775,0.70142270985402133,0.69407440963239186
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,1,random_flip_20,test,80/20,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,True,1698,48,131.06147684797179,105,21,84,0.7142857142857143,0.7142857142857143,0.38461538461538464,0.7142857142857143,0.5,0.35478743759344961,60,24,6,15,0.79931972789115646,0.47353838346937427,0.44516835669938554
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,1,random_flip_20,test,90/10,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,True,1698,48,131.06147684797179,210,21,189,0.7142857142857143,0.7142857142857143,0.21739130434782608,0.7142857142857143,0.33333333333333331,0.27373457910261306,135,54,6,15,0.82464096749811044,0.44485284665951808,0.44043922783470851
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,1,random_fp_10,validation,60/40,valid,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,True,2124,48,161.55817331804428,48,19,29,0.875,0.89655172413793105,0.76000000000000001,1,0.86363636363636365,0.77637530917054232,23,6,0,19,0.92014519056261346,0.86330130332615229,0.85840748718707394
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,1,random_fp_10,test,50/50,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,True,2124,48,161.55817331804428,42,21,21,0.66666666666666663,0.66666666666666663,0.64000000000000001,0.76190476190476186,0.69565217391304346,0.3395498750508662,12,9,5,16,0.78911564625850339,0.80778596250720414,0.80222100588025103
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,1,random_fp_10,test,60/40,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,True,2124,48,161.55817331804428,53,21,32,0.660377358490566,0.67782738095238093,0.55172413793103448,0.76190476190476186,0.64000000000000001,0.34946898982524904,19,13,5,16,0.79910714285714279,0.76176483365026204,0.75623412577231774
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,1,random_fp_10,test,70/30,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,True,2124,48,161.55817331804428,70,21,49,0.74285714285714288,0.7482993197278911,0.55172413793103448,0.76190476190476186,0.64000000000000001,0.46197905424568392,36,13,5,16,0.83916423712342081,0.69579583834839864,0.6821438707636549
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,1,random_fp_10,test,75/25,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,True,2124,48,161.55817331804428,84,21,63,0.7857142857142857,0.77777777777777768,0.55172413793103448,0.76190476190476186,0.64000000000000001,0.50597268647293137,50,13,5,16,0.87830687830687826,0.75750086069985523,0.75365286618730964
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,1,random_fp_10,test,80/20,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,True,2124,48,161.55817331804428,105,21,84,0.69523809523809521,0.72023809523809523,0.37209302325581395,0.76190476190476186,0.5,0.35829574929238311,57,27,5,16,0.80527210884353739,0.51226816549555099,0.50015248214099617
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,1,random_fp_10,test,90/10,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,True,2124,48,161.55817331804428,210,21,189,0.70952380952380956,0.73280423280423279,0.22222222222222221,0.76190476190476186,0.34408602150537637,0.29427652976521362,133,56,5,16,0.82552280171327796,0.41424323823301712,0.39856621148234173
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,1,random_fp_20,validation,60/40,valid,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,4,True,2549,48,195.98078304599039,48,19,29,0.875,0.86025408348457355,0.88235294117647056,0.78947368421052633,0.83333333333333337,0.73673177244431365,27,2,4,15,0.88384754990925596,0.88005228595146456,0.87744137701838998
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,1,random_fp_20,test,50/50,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,4,True,2549,48,195.98078304599039,42,21,21,0.76190476190476186,0.76190476190476186,0.78947368421052633,0.7142857142857143,0.75,0.52620136055843392,17,4,6,15,0.78117913832199548,0.83934015920122351,0.83635159447551688
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,1,random_fp_20,test,60/40,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,4,True,2549,48,195.98078304599039,53,21,32,0.73584905660377353,0.73214285714285721,0.65217391304347827,0.7142857142857143,0.68181818181818177,0.45818979495265688,24,8,6,15,0.76190476190476186,0.74457176368277667,0.73757434076974882
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,1,random_fp_20,test,70/30,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,4,True,2549,48,195.98078304599039,70,21,49,0.77142857142857146,0.75510204081632648,0.59999999999999998,0.7142857142857143,0.65217391304347827,0.48795003647426655,39,10,6,15,0.79883381924198249,0.70714946998087092,0.70452586653317617
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,1,random_fp_20,test,75/25,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,4,True,2549,48,195.98078304599039,84,21,63,0.7857142857142857,0.76190476190476186,0.55555555555555558,0.7142857142857143,0.625,0.48566186425718272,51,12,6,15,0.8197278911564625,0.68786645309464789,0.67920935148147144
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,1,random_fp_20,test,80/20,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,4,True,2549,48,195.98078304599039,105,21,84,0.77142857142857146,0.75,0.45454545454545453,0.7142857142857143,0.55555555555555558,0.43082021842766455,66,18,6,15,0.77891156462585032,0.58149229756977516,0.56982418346114749
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,1,random_fp_20,test,90/10,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,4,True,2549,48,195.98078304599039,210,21,189,0.80952380952380953,0.76719576719576721,0.30612244897959184,0.7142857142857143,0.42857142857142855,0.37904357633404367,155,34,6,15,0.79969765684051408,0.46880897960967155,0.45648320687748711
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,2,clean,validation,60/40,valid,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,4,True,1698,48,138.16612786496989,48,19,29,0.875,0.85117967332123412,0.93333333333333335,0.73684210526315785,0.82352941176470584,0.74102449849854535,28,1,5,14,0.87931034482758619,0.87933636122386405,0.87723467669369448
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,2,clean,test,50/50,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,4,True,1698,48,138.16612786496989,42,21,21,0.76190476190476186,0.76190476190476186,0.82352941176470584,0.66666666666666663,0.73684210526315785,0.53357837507993255,18,3,7,14,0.82426303854875282,0.83648908553385204,0.83213180597141601
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,2,clean,test,60/40,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,4,True,1698,48,138.16612786496989,53,21,32,0.81132075471698117,0.78645833333333326,0.82352941176470584,0.66666666666666663,0.73684210526315785,0.60034428666160644,29,3,7,14,0.8236607142857143,0.79943976069018974,0.79539521659919665
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,2,clean,test,70/30,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,4,True,1698,48,138.16612786496989,70,21,49,0.7857142857142857,0.7517006802721089,0.63636363636363635,0.66666666666666663,0.65116279069767447,0.49692416114898447,41,8,7,14,0.81972789115646261,0.63627820218887887,0.61541535957299154
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,2,clean,test,75/25,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,4,True,1698,48,138.16612786496989,84,21,63,0.75,0.72222222222222221,0.5,0.66666666666666663,0.5714285714285714,0.40824829046386302,49,14,7,14,0.7705971277399849,0.58049721764856455,0.57202353912396009
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,2,clean,test,80/20,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,4,True,1698,48,138.16612786496989,105,21,84,0.88571428571428568,0.8035714285714286,0.73684210526315785,0.66666666666666663,0.69999999999999996,0.63083263739399908,79,5,7,14,0.84041950113378683,0.70938376670061221,0.70444348127338574
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,2,clean,test,90/10,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,4,True,1698,48,138.16612786496989,210,21,189,0.8666666666666667,0.77777777777777768,0.40000000000000002,0.66666666666666663,0.5,0.44721359549995793,168,21,7,14,0.82615268329554037,0.43428812442904274,0.42514139582258564
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,2,heuristic_fp_10,validation,60/40,valid,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,3,True,2124,48,160.67735778389033,48,19,29,0.875,0.86932849364791287,0.84210526315789469,0.84210526315789469,0.84210526315789469,0.73865698729582574,26,3,3,16,0.89473684210526316,0.77870542000495424,0.75175981742893438
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,2,heuristic_fp_10,test,50/50,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,3,True,2124,48,160.67735778389033,42,21,21,0.7857142857142857,0.7857142857142857,0.83333333333333337,0.7142857142857143,0.76923076923076927,0.57735026918962573,18,3,6,15,0.86167800453514731,0.80005068845586091,0.77587458217558325
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,2,heuristic_fp_10,test,60/40,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,3,True,2124,48,160.67735778389033,53,21,32,0.79245283018867929,0.77901785714285721,0.75,0.7142857142857143,0.73170731707317072,0.56308591418472442,27,5,6,15,0.88467261904761907,0.8261495161802197,0.82123447933384597
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,2,heuristic_fp_10,test,70/30,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,3,True,2124,48,160.67735778389033,70,21,49,0.77142857142857146,0.75510204081632648,0.59999999999999998,0.7142857142857143,0.65217391304347827,0.48795003647426655,39,10,6,15,0.84888241010689991,0.63836966434208076,0.61120989429452222
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,2,heuristic_fp_10,test,75/25,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,3,True,2124,48,160.67735778389033,84,21,63,0.72619047619047616,0.72222222222222221,0.46875,0.7142857142857143,0.56603773584905659,0.39629696195060848,46,17,6,15,0.7970521541950113,0.47913163472786424,0.45598855071552213
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,2,heuristic_fp_10,test,80/20,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,3,True,2124,48,160.67735778389033,105,21,84,0.82857142857142863,0.7857142857142857,0.55555555555555558,0.7142857142857143,0.625,0.52297636036849071,72,12,6,15,0.88038548752834456,0.71800444971129207,0.71184916518921937
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,2,heuristic_fp_10,test,90/10,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,3,True,2124,48,160.67735778389033,210,21,189,0.79523809523809519,0.7592592592592593,0.28846153846153844,0.7142857142857143,0.41095890410958902,0.36039155500656173,152,37,6,15,0.83925422020660112,0.29227798479847183,0.27489281675848359
