scope,relative_path,normalization,content_bytes,sha256
clean,data/processed/cwe_119_imbalance/ratio_60_40/seed_1/train.jsonl,exact,7244753,f54156e01d94b56bd41a8b8f88bc288c55c4c72839427f73be7285a9a604cb7d
clean,data/processed/cwe_119_imbalance/ratio_60_40/seed_1/valid.jsonl,exact,164465,8482d52bab7e141e308d96b138727b08d896ea7976291262e6cbc192f1f0012d
clean,data/processed/cwe_119_imbalance/ratio_60_40/seed_2/metadata.json,json_without_generated_at_utc,1554,4c08b81cdab48b44bb5a16a5a548d9c693064d952bdac8c39d94b3a1e6386b8a
clean,data/processed/cwe_119_imbalance/ratio_60_40/seed_2/test.jsonl,exact,215428,c3bfaa32fc30f61e0e3e337e0a9a13c19bfb31da104583030a62a4423e0eb091
clean,data/processed/cwe_119_imbalance/ratio_60_40/seed_2/train.jsonl,exact,7286812,4ee8c1076bc6a0e3e8567a36fc84ccb74091b5595c9b9fc073259e8b09a5c88f
clean,data/processed/cwe_119_imbalance/ratio_60_40/seed_2/valid.jsonl,exact,150753,cf4514aa20ae99f414302ab0cd067ea3c28d7e470f612b7cb0c5d935dae211e6
clean,data/processed/cwe_119_imbalance/ratio_60_40/seed_3/metadata.json,json_without_generated_at_utc,1554,d086cd147f2c9d6f6aa69ea4c7b863765e589c8f4f748d7363ff575dc16441e5
clean,data/processed/cwe_119_imbalance/ratio_60_40/seed_3/test.jsonl,exact,241905,c877329b99c613a1168ae1647374f19c94fa136e252e60694853713be26453ce
clean,data/processed/cwe_119_imbalance/ratio_60_40/seed_3/train.jsonl,exact,7183692,7464554e2281a61739d1d345ce0c6d655516bb930c184b944a61310692ae7aa7
clean,data/processed/cwe_119_imbalance/ratio_60_40/seed_3/valid.jsonl,exact,159693,849ac09ae8907f7c954d63c4d2091cda4eb704352efce37daf49878a6c0fa4a6
clean,data/processed/cwe_119_imbalance/ratio_60_40/seed_4/metadata.json,json_without_generated_at_utc,1554,043fb1a6a4fcce82760304634805486bd68263459f9a2710b89b646a6841b516
clean,data/processed/cwe_119_imbalance/ratio_60_40/seed_4/test.jsonl,exact,306329,92f9153a4e3a9acb60f4c71fa2c4e992e9f7fb683fdbc11645765ff505f542ac
clean,data/processed/cwe_119_imbalance/ratio_60_40/seed_4/train.jsonl,exact,7449894,43ae96c45a16b313badeaf96bf7066a84f3b7ad14fbe9e3b96c7d9710b161df8
clean,data/processed/cwe_119_imbalance/ratio_60_40/seed_4/valid.jsonl,exact,185983,94883b92b3bb1f08e61824bddc567544bdcbe1933a29a879719e1ffca1d65775
clean,data/processed/cwe_119_imbalance/ratio_60_40/seed_5/metadata.json,json_without_generated_at_utc,1554,9c431dc557c6d3e5dc11953255a9a3193e06d61ad2115a619f29526d0000ce43
clean,data/processed/cwe_119_imbalance/ratio_60_40/seed_5/test.jsonl,exact,215807,e57a62e3b20e0ca7e68a726a355fe6410709cc37a73bf1daa5aae66e9c2ef189
clean,data/processed/cwe_119_imbalance/ratio_60_40/seed_5/train.jsonl,exact,7389769,c311a57714cd9a1aebb66b5990585bd072f1b9fd24f5ecec801bc30c07361195
clean,data/processed/cwe_119_imbalance/ratio_60_40/seed_5/valid.jsonl,exact,171223,1ceea1dc4c17219dc51f41dc2acb0425df1635dde315c40fb57b041948e927db
clean,data/processed/cwe_119_imbalance/ratio_70_30/seed_1/metadata.json,json_without_generated_at_utc,1554,996e628b9e39ff42d8786099149f0820de9aa4aa5c312b909fd1a6eb37c5e1c4
clean,data/processed/cwe_119_imbalance/ratio_70_30/seed_1/test.jsonl,exact,238937,b1acb7268d29c54e2e011b00ff588ceea32519ce9b6167d8c15e69277ffd5f10
clean,data/processed/cwe_119_imbalance/ratio_70_30/seed_1/train.jsonl,exact,9165836,924751f5d603f2d7f4fd4a3126e94b1795d7f78a67fdc781a5ab952d8645eb10
clean,data/processed/cwe_119_imbalance/ratio_70_30/seed_1/valid.jsonl,exact,209251,7dcb772819c27186c23c8f4280f88006cf72fbdd7b9e1ed64a1e7e72fdcae31f
clean,data/processed/cwe_119_imbalance/ratio_70_30/seed_2/metadata.json,json_without_generated_at_utc,1554,272d1de7817fedd6dc7f79617a39eccc9e0fa24ecb5e9ed3a067d0f9c19626d0
clean,data/processed/cwe_119_imbalance/ratio_70_30/seed_2/test.jsonl,exact,303950,54c16e1e3e38c7cf7d11e6720dcb5ca4af1c0211214fc10ff6312a04a5fa5298
clean,data/processed/cwe_119_imbalance/ratio_70_30/seed_2/train.jsonl,exact,8849463,706ffea6c1101aa2a09d38456ce6d4868c5f6fe54ebd47cd251f7141e1159fb2
clean,data/processed/cwe_119_imbalance/ratio_70_30/seed_2/valid.jsonl,exact,189902,22addfbd7e71373c3df7247fae9df7188183846d3576bedcb4b37eebf8a66af6
clean,data/processed/cwe_119_imbalance/ratio_70_30/seed_3/metadata.json,json_without_generated_at_utc,1554,dde99c04967065a884f1ad8f728deaca958a8622c0a42c16709d83dd6e6f87a1
clean,data/processed/cwe_119_imbalance/ratio_70_30/seed_3/test.jsonl,exact,280886,aed4fe8986c86b2ce88499b440f68c16a127d30a620332169abc8f6aba63d7cc
clean,data/processed/cwe_119_imbalance/ratio_70_30/seed_3/train.jsonl,exact,8809609,617dea8b4f4e4650e3f5813a4edb511c7b180c8168f6c4295587c12516fdd140
clean,data/processed/cwe_119_imbalance/ratio_70_30/seed_3/valid.jsonl,exact,195459,f4fb3d2050e463b52beda597ea19f4e8090c5e2d7f68bc6b65072fb47941b2f0
clean,data/processed/cwe_119_imbalance/ratio_70_30/seed_4/metadata.json,json_without_generated_at_utc,1554,fd95a6cd04d0f7054876553043189a92a570078f889ea2970b867f4757d122d1
clean,data/processed/cwe_119_imbalance/ratio_70_30/seed_4/test.jsonl,exact,273944,1f225838a4bb916e03a4106c4385b462216f30c3fd83f26f800306c04262c7d1
clean,data/processed/cwe_119_imbalance/ratio_70_30/seed_4/train.jsonl,exact,8880835,102abe6629bb8537061809f3f7a5de882658802cc2d4f658ac716876e7745371
clean,data/processed/cwe_119_imbalance/ratio_70_30/seed_4/valid.jsonl,exact,203788,be3ff7413c3ea1f8a01799693df491340e10c994274f3e532ec0ce021bcd19c2
clean,data/processed/cwe_119_imbalance/ratio_70_30/seed_5/metadata.json,json_without_generated_at_utc,1554,70e611df9af5898ea78d9b97d5e2dbd937ba94d13ae1494197d5caccbb6a2a72
clean,data/processed/cwe_119_imbalance/ratio_70_30/seed_5/test.jsonl,exact,249224,4a55d727ae886a7e66e09861cc698c1f57e9cd4d9df737bebe4db5e312be6828
clean,data/processed/cwe_119_imbalance/ratio_70_30/seed_5/train.jsonl,exact,8866407,70eee587a1c3c446d2d05956249d3223c470ed897de6b474e6810686550197b5
clean,data/processed/cwe_119_imbalance/ratio_70_30/seed_5/valid.jsonl,exact,227553,e832d9a5a7b61c3d15d6a1e976f5d91e3acfd34ee20816d1077a1aca06365b5a
clean,data/processed/cwe_119_imbalance/ratio_75_25/seed_1/metadata.json,json_without_generated_at_utc,1554,7ac0028df656f836f57d3fffefe4824845d328c377b7f5ee50eacf14a65d5917
clean,data/processed/cwe_119_imbalance/ratio_75_25/seed_1/test.jsonl,exact,304415,51dfca3628cbb3549dcab6a4a7ab632c83519ee8984ad3655bc410b0d4f82f9a
clean,data/processed/cwe_119_imbalance/ratio_75_25/seed_1/train.jsonl,exact,10099455,d55b191afcf2bb820d08ea8093aedbe81eeff9791329c0fd5918e1d306d96fe8
clean,data/processed/cwe_119_imbalance/ratio_75_25/seed_1/valid.jsonl,exact,214930,12db5753c3d82494480f6b37eb8406e2aee87e29eadc921e2165a7c95481e18c
clean,data/processed/cwe_119_imbalance/ratio_75_25/seed_2/metadata.json,json_without_generated_at_utc,1554,132e7f2d649be93b496d9839fec90a882bffcb2beea0d0b079a5033a5cdc6f9b
clean,data/processed/cwe_119_imbalance/ratio_75_25/seed_2/test.jsonl,exact,308870,2cdcd52328323b2210d97c307abbb02b422ed127be31278575acdebad7234e5b
clean,data/processed/cwe_119_imbalance/ratio_75_25/seed_2/train.jsonl,exact,10138374,2966a21bf4fd04860c831b0e9e91690715efbbe23baf080eb4d4c9eb95b05725
clean,data/processed/cwe_119_imbalance/ratio_75_25/seed_2/valid.jsonl,exact,229797,865fae3a02ea8beca162f3d2db8e71887cc80d1d61ffdf506cf1dd23fc3ad2c3
clean,data/processed/cwe_119_imbalance/ratio_75_25/seed_3/metadata.json,json_without_generated_at_utc,1554,81c73cbe86d4711d8c5be5d3a78ceeff0876cafac5cf87b6668d813be58fdb50
clean,data/processed/cwe_119_imbalance/ratio_75_25/seed_3/test.jsonl,exact,325590,0ce1adc3ebbd80e9ac92845fe7abcc5c744048d3be68ef7445503d2031e7e44f
clean,data/processed/cwe_119_imbalance/ratio_75_25/seed_3/train.jsonl,exact,10045709,c0b18ce46615da265650dba9a20f1d9f58c78fd25e9403b8d31a7cb311dd71ef
clean,data/processed/cwe_119_imbalance/ratio_75_25/seed_3/valid.jsonl,exact,238051,8db692bc421dec3cf7b17c283fa2b151c6ff66417e3563c6f2a79d8374ede9f1
clean,data/processed/cwe_119_imbalance/ratio_75_25/seed_4/metadata.json,json_without_generated_at_utc,1554,d1011da5ca73192df01b4b838beffc290fe7e2d49c20023c5f613a5bd9d80252
clean,data/processed/cwe_119_imbalance/ratio_75_25/seed_4/test.jsonl,exact,325700,0f74fdd5f128aee8f33190863f597fac7c4534c0d175f883851acce9059c5b2c
clean,data/processed/cwe_119_imbalance/ratio_75_25/seed_4/train.jsonl,exact,10263374,ff2f2fec74fa20fba1b61203501633f544a7097c1ad92d1b64714acf324f019e
clean,data/processed/cwe_119_imbalance/ratio_75_25/seed_4/valid.jsonl,exact,247496,844ca76e33c621b0e1929766e9f2cd12bbbc4ea2af0cbea73c1108052605a8dc
clean,data/processed/cwe_119_imbalance/ratio_75_25/seed_5/metadata.json,json_without_generated_at_utc,1554,a8f66f52f0b0eb6e153a1ffce7c39b8fee53f26dae3f6bc984fac69968a2b5be
clean,data/processed/cwe_119_imbalance/ratio_75_25/seed_5/test.jsonl,exact,270588,61c113aac2f015326638dd870a0326d2756c89295ce8ea6cabb71fb17f971b4d
clean,data/processed/cwe_119_imbalance/ratio_75_25/seed_5/train.jsonl,exact,9765159,750bf68927cf13db54e5cf1cb94cdfa70b55cf171708a0153a20414035df3437
clean,data/processed/cwe_119_imbalance/ratio_75_25/seed_5/valid.jsonl,exact,231334,51c8c8a46078f334456e854e86a30dff43c3a8c4cf339b6e1400781d00e067f0
clean,data/processed/cwe_119_imbalance/ratio_80_20/seed_1/metadata.json,json_without_generated_at_utc,1555,88d18b24c5c716fc0fb025eb0ac533bb04f008cd7c97327526cfee9848474067
clean,data/processed/cwe_119_imbalance/ratio_80_20/seed_1/test.jsonl,exact,366977,374f3f5fa9fef64c134dba5cb1f45d8c0e3f3bd32fc6daf51a4f22c7c5eac2b7
clean,data/processed/cwe_119_imbalance/ratio_80_20/seed_1/train.jsonl,exact,12040121,fbdc0e683fb40713b35020054275aefd8dba041e4169b5b60018e9a56b7b7714
clean,data/processed/cwe_119_imbalance/ratio_80_20/seed_1/valid.jsonl,exact,439579,a80899bb103c0d5e7848e0705a8a3e93faf08f9c0a5c552a8e581cb204b1e750
clean,data/processed/cwe_119_imbalance/ratio_80_20/seed_2/metadata.json,json_without_generated_at_utc,1555,691683c7ece91bf3cf7430a8a2d640ddbc81e08bff978f8ead1bdba0d68ef7c1
clean,data/processed/cwe_119_imbalance/ratio_80_20/seed_2/test.jsonl,exact,352325,f71032ef198a1c15ac460a80fdb69e640ba9324e2075bc38da02758f4817e9a6
clean,data/processed/cwe_119_imbalance/ratio_80_20/seed_2/train.jsonl,exact,12639015,3f4f971dcee79d1158e794af1ca1a5f48d69ee321536102ff75030fc4863b482
clean,data/processed/cwe_119_imbalance/ratio_80_20/seed_2/valid.jsonl,exact,253875,3d03b5a1d1f809da54ae3b98d34909bb3dc533d695f19e1919954345b27ebfda
clean,data/processed/cwe_119_imbalance/ratio_80_20/seed_3/metadata.json,json_without_generated_at_utc,1555,2176d35218645bcdfb0bafebd1adfe5f3205f4f779ff779a453ddc766a3e5880
clean,data/processed/cwe_119_imbalance/ratio_80_20/seed_3/test.jsonl,exact,331884,60a55bf4e34a1cac7b1ba9c9f7804e18efd03f96903624ce6bf089eefc424df8
clean,data/processed/cwe_119_imbalance/ratio_80_20/seed_3/train.jsonl,exact,11635178,a3d187195b51f65e0c66f7352decbde769c4fdc237db2584888ec0b254cffec7
clean,data/processed/cwe_119_imbalance/ratio_80_20/seed_3/valid.jsonl,exact,310661,d83f06391ff40e3153eaef76d74c4a3c1c74e087699e471c7c020b8478037a94
clean,data/processed/cwe_119_imbalance/ratio_80_20/seed_4/metadata.json,json_without_generated_at_utc,1555,3c9d867d3d1c25a45e5de960d0863c72a75bda39b20a3270fb3b6650613763a5
clean,data/processed/cwe_119_imbalance/ratio_80_20/seed_4/test.jsonl,exact,348361,dc51f1e96613bfffa25a6ade986ac037030d85616bf13e5432ea3508579bfecf
clean,data/processed/cwe_119_imbalance/ratio_80_20/seed_4/train.jsonl,exact,12515278,ca6d5b4bdcbe0963fbb5b6e7c21ee85f91d75a1dff9d93e24b3424b7f04c1b09
clean,data/processed/cwe_119_imbalance/ratio_80_20/seed_4/valid.jsonl,exact,303401,bba686e358f7371de38ec72b7ce5e5d66b322f31fd8f6609357e3b1cbf2cfee8
clean,data/processed/cwe_119_imbalance/ratio_80_20/seed_5/metadata.json,json_without_generated_at_utc,1555,5b9e0fb9854f63adb8054570357707c116ff92888dd118d4858bddfc33824465
clean,data/processed/cwe_119_imbalance/ratio_80_20/seed_5/test.jsonl,exact,413687,4b192d7a3ee2104e10ffb6d095c52ad4fe7b35990e73e4f6e89194fd12f57e06
clean,data/processed/cwe_119_imbalance/ratio_80_20/seed_5/train.jsonl,exact,12169139,aaf7ffb15874851033f47da64158e8f8cfed16a8e8d33f25335b99906eb16e6a
clean,data/processed/cwe_119_imbalance/ratio_80_20/seed_5/valid.jsonl,exact,302262,4db62e4302c15844a08d51aa6d87ee1bfe3f8f91d52f25ecdcf0eb91999dc891
clean,data/processed/cwe_119_imbalance/ratio_90_10/seed_1/metadata.json,json_without_generated_at_utc,1558,d6b44e4a0542becf45d96f2cc29576ed01f285592e061134c7a6bb453a5b43a4
clean,data/processed/cwe_119_imbalance/ratio_90_10/seed_1/test.jsonl,exact,671825,d2d8d441ad4ebea4b41a716e2d6341b3a58cddfcc29cbec5d8ebb9e1b61c12ec
clean,data/processed/cwe_119_imbalance/ratio_90_10/seed_1/train.jsonl,exact,20986822,b493a3c3cb85be0d45e4b9f0b4ee7c95d415b0ebc376b348bb95ca8d0944a90a
clean,data/processed/cwe_119_imbalance/ratio_90_10/seed_1/valid.jsonl,exact,530367,069fb7601e91de72d0279e7cd415566f318a7a22e2b3c66be512853f828d2d5f
clean,data/processed/cwe_119_imbalance/ratio_90_10/seed_2/metadata.json,json_without_generated_at_utc,1558,b00057b61d8c699c1ff943c8feebfcd247fe1fccaa543cb61784104ea1a16a17
clean,data/processed/cwe_119_imbalance/ratio_90_10/seed_2/test.jsonl,exact,601796,ad3e1ec4c761befd02140cc78e37c932ba59719fd94f0bc8966ab957c4344d46
clean,data/processed/cwe_119_imbalance/ratio_90_10/seed_2/train.jsonl,exact,21419767,0614b0b68d34e2088f3d966e0d428aff4f63cfb600c4a7fb739fbf32b5f04fce
clean,data/processed/cwe_119_imbalance/ratio_90_10/seed_2/valid.jsonl,exact,523059,702dc5860babfbb33944dc81e2aa82e3f72e0b1aee0276d7a48c0a862940a112
clean,data/processed/cwe_119_imbalance/ratio_90_10/seed_3/metadata.json,json_without_generated_at_utc,1558,819685c18dfa35d2376c78472f11d4123204613006c1a01a1271523124e9c8af
clean,data/processed/cwe_119_imbalance/ratio_90_10/seed_3/test.jsonl,exact,592503,e91bf339507831e92989b2545d5d1315257df39acbc64ebf0e7a06a5efbfc154
clean,data/processed/cwe_119_imbalance/ratio_90_10/seed_3/train.jsonl,exact,21081130,b0a61d57ec57d68b92884e41e9d1c7908e65d0ed320ce32c96653647eecf983c
clean,data/processed/cwe_119_imbalance/ratio_90_10/seed_3/valid.jsonl,exact,550542,96154aca4d8d489ad9c8657cd05cb2722c92a6534c8f0fb6303cee87b4d51bcc
clean,data/processed/cwe_119_imbalance/ratio_90_10/seed_4/metadata.json,json_without_generated_at_utc,1558,30f2ad5c548922234480a7fe9406e998f9564f817827e1b85f283c8e7f0a6c22
clean,data/processed/cwe_119_imbalance/ratio_90_10/seed_4/test.jsonl,exact,660562,a42492bf2cd9f4bc3b61a18b3ee06475e521a14b75215c4e053f17ea29c43322
clean,data/processed/cwe_119_imbalance/ratio_90_10/seed_4/train.jsonl,exact,21525654,e66606d9ba29bf772337ae6cfb225e7c010a00b5f24adb85b0b9935652e504d9
clean,data/processed/cwe_119_imbalance/ratio_90_10/seed_4/valid.jsonl,exact,551065,ac7832ec4238ed241e65e2423f84acf96607da40dc5eb21a25f3fc79f355a731
clean,data/processed/cwe_119_imbalance/ratio_90_10/seed_5/metadata.json,json_without_generated_at_utc,1558,a85c23d4a9c56639f879b85f748b9d929a0a4025910408680032a4b1f993eaf8
clean,data/processed/cwe_119_imbalance/ratio_90_10/seed_5/test.jsonl,exact,720485,be3d20d65b23bf0b5fe3581fb952aec9aa6966c0b64d18548cd17c7943628f1e
clean,data/processed/cwe_119_imbalance/ratio_90_10/seed_5/train.jsonl,exact,21640308,c67629be84eef1a682d891cce502aad780d5b3b2406ea2eb8e7389cdce36bf59
clean,data/processed/cwe_119_imbalance/ratio_90_10/seed_5/valid.jsonl,exact,499806,4927c9fdb971a486c554ccbb38059b91c3d89a1f5134f67930b11794dfca4dfc
noise,data/processed/cwe_119_noise_ratio_preserved/ratio_60_40/seed_1/clean/metadata.json,json_without_generated_at_utc,1240,9795fb9c214b26ed76d14d4b5049d501dc2e5a827a56d54ac8f95b2d3bc5eb32
noise,data/processed/cwe_119_noise_ratio_preserved/ratio_60_40/seed_1/clean/train.jsonl,exact,7672649,6958302c6d385925c5617006b6bcc6bca52b44fbca8ae5361d37d0a9cac82f42
noise,data/processed/cwe_119_noise_ratio_preserved/ratio_60_40/seed_1/clean/valid.jsonl,exact,176849,72e28fdd72f15f59c4ee740757a5e1357bd4b22d8783f75eb56103b794c37dc0
noise,data/processed/cwe_119_noise_ratio_preserved/ratio_60_40/seed_1/heuristic_fp_10/metadata.json,json_without_generated_at_utc,1410,9188fd3b26fd3303f2e06f7adc85d2b2f77fb2621f02b2257a81fb48f39b2b49
noise,data/processed/cwe_119_noise_ratio_preserved/ratio_60_40/seed_1/heuristic_fp_10/train.jsonl,exact,8918433,9314b3fed4c5ac1e7329dfa79a372b9407a7d5f9bac8992f23564386fb4a8c4a
noise,data/processed/cwe_119_noise_ratio_preserved/ratio_60_40/seed_1/heuristic_fp_10/valid.jsonl,exact,177665,28b39289a6d7460b0caaf34e06b2bc4dc6bc31724ca9c9211428a2c511ed75dd
noise,data/processed/cwe_119_noise_ratio_preserved/ratio_60_40/seed_1/heuristic_fp_20/metadata.json,json_without_generated_at_utc,1411,908352a19e178fc282bae6494bd70dd051011e8217c003e96eb89905296782d4
noise,data/processed/cwe_119_noise_ratio_preserved/ratio_60_40/seed_1/heuristic_fp_20/train.jsonl,exact,10178162,4148794b8642e2e390ead17abff666a924a809949f295672db0930d7652c4dce
noise,data/processed/cwe_119_noise_ratio_preserved/ratio_60_40/seed_1/heuristic_fp_20/valid.jsonl,exact,177665,ef5bb093ebee37506618f30b9a1dbe6f41aa12fd376d0f267dd6c3d238fd9e0a
noise,data/processed/cwe_119_noise_ratio_preserved/ratio_60_40/seed_1/random_flip_10/metadata.json,json_without_generated_at_utc,1399,f90ab2aea4202904168c81909539b3a2da636269ea2df52efae284f7269230d0
noise,data/processed/cwe_119_noise_ratio_preserved/ratio_60_40/seed_1/random_flip_10/train.jsonl,exact,7699139,048270a960de87c63c9bd1496aa51eb54e518347365bbf90a516f057defb9ecf
noise,data/processed/cwe_119_noise_ratio_preserved/ratio_60_40/seed_1/random_flip_10/valid.jsonl,exact,177569,5f79af79be8895e4aeb025d8bc3cabc64587de832a3cccf0487dc46435fc1d54
noise,data/processed/cwe_119_noise_ratio_preserved/ratio_60_40/seed_1/random_flip_20/metadata.json,json_without_generated_at_utc,1402,3a479b3bb2a741b45f522b353be455d9aeb53fceec313d0ec7bf3568a2b55f14
noise,data/processed/cwe_119_noise_ratio_preserved/ratio_60_40/seed_1/random_flip_20/train.jsonl,exact,7700159,e6a3307e206903059bbfedaaeea7ae5d1dfb21461bfa88b1de5ddee0ff00f7b1
noise,data/processed/cwe_119_noise_ratio_preserved/ratio_60_40/seed_1/random_flip_20/valid.jsonl,exact,177569,c0b1949db04f3bf743794d9d0bbf64eea2a8c634f84bafbe4b2deab3d4d8310d
noise,data/processed/cwe_119_noise_ratio_preserved/ratio_60_40/seed_1/random_fp_10/metadata.json,json_without_generated_at_utc,1372,b250826c868ab5c1bbc290366cd2c966cc834ccb4a6bb20c8700290b5a091c9f
noise,data/processed/cwe_119_noise_ratio_preserved/ratio_60_40/seed_1/random_fp_10/train.jsonl,exact,8960190,6f18faa59d62190c2cfc910555eb5182d5b4fedf722badfb4b850cb325466b25
noise,data/processed/cwe_119_noise_ratio_preserved/ratio_60_40/seed_1/random_fp_10/valid.jsonl,exact,177377,bbf0b90284f4c4ff3a2d9a3df755b636118feb4bac0d28cc14b367e9ac3d2505
noise,data/processed/cwe_119_noise_ratio_preserved/ratio_60_40/seed_1/random_fp_20/metadata.json,json_without_generated_at_utc,1373,a01b20438a9ae2de11a0797f3d4ecabc973df45f59435cace13b2b4656d480b3
noise,data/processed/cwe_119_noise_ratio_preserved/ratio_60_40/seed_1/random_fp_20/train.jsonl,exact,10180704,0e63b4a895a1c5a47e0f6b3f2b693209bcdf3d3bdf98860a9941442c6513be11
noise,data/processed/cwe_119_noise_ratio_preserved/ratio_60_40/seed_1/random_fp_20/valid.jsonl,exact,177377,437d90d818c1c89b93d74c9fe4b3db0c995c4651d3d5374f23b9c1a9a3bb65a6
noise,data/processed/cwe_119_noise_ratio_preserved/ratio_60_40/seed_2/clean/metadata.json,json_without_generated_at_utc,1240,be6b3837aeec7b37cc7a4625250f5248f8ff6a223e581e6ba8ff67a8cdc984bb
noise,data/processed/cwe_119_noise_ratio_preserved/ratio_60_40/seed_2/clean/train.jsonl,exact,7714708,ce9b40d00b1114c2ff70df3f935d1072f0aedd240e663af6abb94b7384c69a97
noise,data/processed/cwe_119_noise_ratio_preserved/ratio_60_40/seed_2/clean/valid.jsonl,exact,163137,b84c42ae01fa2386de9b5d074dd276df2d74d5267fce08d5b24d2764df2c52b8
noise,data/processed/cwe_119_noise_ratio_preserved/ratio_60_40/seed_2/heuristic_fp_10/metadata.json,json_without_generated_at_utc,1410,224df6bfd1cf6237f3b238ac7c34e6e2740fc0e4176fd419390f688f7a11af37
noise,data/processed/cwe_119_noise_ratio_preserved/ratio_60_40/seed_2/heuristic_fp_10/train.jsonl,exact,9073503,b083da6e5c1ad10a3aa3b2fd5e4e91a3cf1ba865146a2a68296754b13e1e65f7
noise,data/processed/cwe_119_noise_ratio_preserved/ratio_60_40/seed_2/heuristic_fp_10/valid.jsonl,exact,163953,2534cfacfa58110df94a33c34ebd4b80418c570ec42648087e1ff74cf7b70de5
noise,data/processed/cwe_119_noise_ratio_preserved/ratio_60_40/seed_2/heuristic_fp_20/metadata.json,json_without_generated_at_utc,1411,1412ed0e3b149105371030f01b8a05e49442c2d0a497397805feea45a39bee91
noise,data/processed/cwe_119_noise_ratio_preserved/ratio_60_40/seed_2/heuristic_fp_20/train.jsonl,exact,10294554,82da2236cde6db6bc00850104362dce77f9caf7bc22436dc5736dfb165611c37
noise,data/processed/cwe_119_noise_ratio_preserved/ratio_60_40/seed_2/heuristic_fp_20/valid.jsonl,exact,163953,f39c7b5aedecf736a6975ba2150f27aecc2ea945a170f507f97c05dc18009eb9
noise,data/processed/cwe_119_noise_ratio_preserved/ratio_60_40/seed_2/random_flip_10/metadata.json,json_without_generated_at_utc,1399,18e8ec267e7ffd86b877853313490e2f125a19aa5df71ab590a43102912f2d88
noise,data/processed/cwe_119_noise_ratio_preserved/ratio_60_40/seed_2/random_flip_10/train.jsonl,exact,7741198,f46ff75ca0796608a2b62b107479fb886dff7ffb2a1abba7f83d8203080fed33
noise,data/processed/cwe_119_noise_ratio_preserved/ratio_60_40/seed_2/random_flip_10/valid.jsonl,exact,163857,851d0a9450a7f359fe554e7edc37b1b9892e3c145a94694ad48ca0a8d2eaa62f
noise,data/processed/cwe_119_noise_ratio_preserved/ratio_60_40/seed_2/random_flip_20/metadata.json,json_without_generated_at_utc,1402,366552a3dcfc8058d696670a58ca52d00f2c8481ed4dfa39d093ae047f4702c8
noise,data/processed/cwe_119_noise_ratio_preserved/ratio_60_40/seed_2/random_flip_20/train.jsonl,exact,7742218,6b664ca3bcf98b9462b89c272306a360fc0e353104a8db7d6f2b2350264cac59
