model,model_family,train_ratio,seed,condition,hyperparameter_name,hyperparameter_value,source_validation_mcc,source_metrics
linear_svm_class_weight_balanced,linear_svm,60/40,5,heuristic_fp_10,C,0.10000000000000001,0.370342,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,60/40,5,heuristic_fp_20,C,1,0.40256399999999998,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,70/30,1,clean,C,0.10000000000000001,0.53778499999999996,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,70/30,1,random_flip_10,C,0.10000000000000001,0.58245599999999997,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,70/30,1,random_flip_20,C,0.10000000000000001,0.46103100000000002,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,70/30,1,random_fp_10,C,0.10000000000000001,0.41441299999999998,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,70/30,1,random_fp_20,C,0.10000000000000001,0.52997099999999997,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,70/30,1,heuristic_fp_10,C,1,0.601294,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,70/30,1,heuristic_fp_20,C,1,0.57665299999999997,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,70/30,2,clean,C,1,0.74243999999999999,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,70/30,2,random_flip_10,C,1,0.65373099999999995,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,70/30,2,random_flip_20,C,1,0.56562599999999996,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,70/30,2,random_fp_10,C,0.10000000000000001,0.601294,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,70/30,2,random_fp_20,C,0.10000000000000001,0.53119799999999995,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,70/30,2,heuristic_fp_10,C,1,0.56562599999999996,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,70/30,2,heuristic_fp_20,C,10,0.48566199999999998,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,70/30,3,clean,C,0.10000000000000001,0.507019,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,70/30,3,random_flip_10,C,1,0.507019,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,70/30,3,random_flip_20,C,0.10000000000000001,0.36775200000000002,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,70/30,3,random_fp_10,C,10,0.46110200000000001,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,70/30,3,random_fp_20,C,0.10000000000000001,0.52997099999999997,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,70/30,3,heuristic_fp_10,C,10,0.55087699999999995,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,70/30,3,heuristic_fp_20,C,10,0.41502,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,70/30,4,clean,C,1,0.48566199999999998,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,70/30,4,random_flip_10,C,0.10000000000000001,0.41761999999999999,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,70/30,4,random_flip_20,C,0.10000000000000001,0.46103100000000002,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,70/30,4,random_fp_10,C,0.10000000000000001,0.39669199999999999,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,70/30,4,random_fp_20,C,1,0.46103100000000002,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,70/30,4,heuristic_fp_10,C,10,0.46110200000000001,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,70/30,4,heuristic_fp_20,C,0.10000000000000001,0.39669199999999999,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,70/30,5,clean,C,0.10000000000000001,0.507019,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,70/30,5,random_flip_10,C,0.10000000000000001,0.41761999999999999,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,70/30,5,random_flip_20,C,0.10000000000000001,0.39669199999999999,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,70/30,5,random_fp_10,C,0.10000000000000001,0.43904300000000002,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,70/30,5,random_fp_20,C,0.10000000000000001,0.46512399999999998,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,70/30,5,heuristic_fp_10,C,10,0.53778499999999996,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,70/30,5,heuristic_fp_20,C,1,0.48366199999999998,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,75/25,1,clean,C,1,0.67900499999999997,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,75/25,1,random_flip_10,C,0.10000000000000001,0.63059299999999996,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,75/25,1,random_flip_20,C,0.10000000000000001,0.47955199999999998,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,75/25,1,random_fp_10,C,1,0.56952100000000005,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,75/25,1,random_fp_20,C,0.10000000000000001,0.54734300000000002,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,75/25,1,heuristic_fp_10,C,10,0.69006599999999996,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,75/25,1,heuristic_fp_20,C,10,0.608487,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,75/25,2,clean,C,1,0.66254100000000005,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,75/25,2,random_flip_10,C,0.10000000000000001,0.58834799999999998,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,75/25,2,random_flip_20,C,0.10000000000000001,0.37796400000000002,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,75/25,2,random_fp_10,C,1,0.55205199999999999,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,75/25,2,random_fp_20,C,0.10000000000000001,0.54734300000000002,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,75/25,2,heuristic_fp_10,C,1,0.64912300000000001,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,75/25,2,heuristic_fp_20,C,10,0.64912300000000001,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,75/25,3,clean,C,1,0.56952100000000005,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,75/25,3,random_flip_10,C,1,0.52663499999999996,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,75/25,3,random_flip_20,C,0.10000000000000001,0.44095899999999999,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,75/25,3,random_fp_10,C,0.10000000000000001,0.52381,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,75/25,3,random_fp_20,C,0.10000000000000001,0.52381,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,75/25,3,heuristic_fp_10,C,1,0.54569699999999999,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,75/25,3,heuristic_fp_20,C,1,0.54569699999999999,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,75/25,4,clean,C,1,0.54569699999999999,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,75/25,4,random_flip_10,C,0.10000000000000001,0.58834799999999998,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,75/25,4,random_flip_20,C,0.10000000000000001,0.44828099999999999,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,75/25,4,random_fp_10,C,0.10000000000000001,0.54734300000000002,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,75/25,4,random_fp_20,C,1,0.54734300000000002,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,75/25,4,heuristic_fp_10,C,0.10000000000000001,0.50395299999999998,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,75/25,4,heuristic_fp_20,C,1,0.48038399999999998,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,75/25,5,clean,C,1,0.58834799999999998,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,75/25,5,random_flip_10,C,0.10000000000000001,0.51011300000000004,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,75/25,5,random_flip_20,C,1,0.30721199999999999,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,75/25,5,random_fp_10,C,1,0.466252,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,75/25,5,random_fp_20,C,10,0.36927399999999999,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,75/25,5,heuristic_fp_10,C,0.10000000000000001,0.43081999999999998,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,75/25,5,heuristic_fp_20,C,10,0.44095899999999999,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,80/20,1,clean,C,1,0.51604700000000003,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,80/20,1,random_flip_10,C,0.10000000000000001,0.39524700000000001,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,80/20,1,random_flip_20,C,0.10000000000000001,0.36940600000000001,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,80/20,1,random_fp_10,C,0.10000000000000001,0.49391499999999999,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,80/20,1,random_fp_20,C,1,0.54256499999999996,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,80/20,1,heuristic_fp_10,C,1,0.51953499999999997,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,80/20,1,heuristic_fp_20,C,1,0.40899600000000003,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,80/20,2,clean,C,10,0.51639800000000002,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,80/20,2,random_flip_10,C,1,0.30440800000000001,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,80/20,2,random_flip_20,C,1,0.35856900000000003,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,80/20,2,random_fp_10,C,0.10000000000000001,0.54256499999999996,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,80/20,2,random_fp_20,C,0.10000000000000001,0.46426600000000001,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,80/20,2,heuristic_fp_10,C,0.10000000000000001,0.49391499999999999,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,80/20,2,heuristic_fp_20,C,1,0.54256499999999996,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,80/20,3,clean,C,0.10000000000000001,0.49391499999999999,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,80/20,3,random_flip_10,C,0.10000000000000001,0.53452200000000005,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,80/20,3,random_flip_20,C,1,0.47809099999999999,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,80/20,3,random_fp_10,C,0.10000000000000001,0.49391499999999999,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,80/20,3,random_fp_20,C,0.10000000000000001,0.36129299999999998,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,80/20,3,heuristic_fp_10,C,10,0.43605100000000002,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,80/20,3,heuristic_fp_20,C,1,0.50952500000000001,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,80/20,4,clean,C,10,0.605263,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,80/20,4,random_flip_10,C,1,0.41172900000000001,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,80/20,4,random_flip_20,C,0.10000000000000001,0.23056099999999999,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,80/20,4,random_fp_10,C,10,0.50176699999999996,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,80/20,4,random_fp_20,C,1,0.45291100000000001,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,80/20,4,heuristic_fp_10,C,1,0.45291100000000001,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,80/20,4,heuristic_fp_20,C,10,0.411435,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,80/20,5,clean,C,0.10000000000000001,0.54256499999999996,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,80/20,5,random_flip_10,C,0.10000000000000001,0.48484500000000003,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,80/20,5,random_flip_20,C,0.10000000000000001,0.385077,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,80/20,5,random_fp_10,C,0.10000000000000001,0.47884300000000002,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,80/20,5,random_fp_20,C,0.10000000000000001,0.60616800000000004,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,80/20,5,heuristic_fp_10,C,0.10000000000000001,0.47884300000000002,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,80/20,5,heuristic_fp_20,C,1,0.43778800000000001,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,90/10,1,clean,C,10,0.537327,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,90/10,1,random_flip_10,C,1,0.35658499999999999,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,90/10,1,random_flip_20,C,1,0.059390999999999999,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
linear_svm_class_weight_balanced,linear_svm,90/10,1,random_fp_10,C,0.10000000000000001,0.334511,results/model_experiments/linear_svm_balanced_ratio_preserved_noise_mcc_selected_v1/metrics.csv
